"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"1";0;1;1;1;0;0;1;0;0;0;0;0;0;0;1
"2";1;1;0;0;0;1;0;1;1;0;1;0;0;1;0
"3";0;1;0;1;1;1;1;1;1;0;0;0;1;0;0
"4";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"5";0;1;1;1;1;1;1;0;0;0;1;0;0;0;0
"6";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"7";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"8";1;1;1;0;0;1;1;0;1;0;1;1;0;0;1
"9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10";0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
"11";0;0;1;0;1;1;0;0;1;1;0;0;0;0;0
"12";0;1;0;0;0;0;1;1;1;1;0;0;0;0;1
"13";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"14";0;1;0;0;1;0;0;0;0;1;0;1;1;0;0
"15";0;1;1;1;0;1;1;0;0;0;0;0;1;0;0
"16";0;0;0;0;1;0;1;1;0;1;0;0;0;0;0
"17";0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
"18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"19";0;1;0;0;0;0;1;0;0;0;1;1;0;0;0
"20";0;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"21";1;1;0;0;0;0;1;1;0;0;0;1;0;1;0
"22";0;1;0;0;1;0;1;0;1;1;0;0;1;0;0
"23";0;1;0;0;1;0;1;1;0;1;0;0;1;0;0
"24";0;0;1;0;1;0;1;1;0;0;0;0;0;0;0
"25";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
"26";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"27";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"28";0;1;1;1;1;1;1;0;0;0;1;0;1;0;0
"29";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"30";1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
"31";0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
"32";0;1;0;1;1;0;1;1;1;1;1;0;0;0;1
"33";1;0;0;1;0;0;1;0;0;1;1;0;0;0;1
"34";0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
"35";0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
"36";0;0;0;1;1;0;1;1;0;0;0;0;1;0;0
"37";0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
"38";0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
"39";0;0;1;0;1;0;1;1;0;0;0;0;1;1;1
"40";0;1;1;1;1;0;0;0;0;1;0;0;0;0;0
"41";1;0;1;1;1;0;0;1;1;1;0;0;0;0;0
"42";0;1;1;0;1;1;1;1;1;0;0;1;1;0;0
"43";0;1;1;0;1;1;1;1;1;1;1;0;0;1;0
"44";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"45";0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
"46";0;1;0;0;1;1;1;1;1;0;1;0;1;0;0
"47";0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
"48";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"49";0;1;1;1;0;0;1;0;0;0;1;0;0;1;0
"50";0;0;1;0;0;0;1;1;0;0;1;0;0;0;0
"51";0;0;0;0;0;1;1;1;0;0;0;0;1;0;0
"52";0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
"53";1;1;1;1;1;1;1;1;1;1;1;0;0;0;1
"54";1;0;1;0;1;1;0;1;0;1;1;1;0;0;0
"55";1;1;0;1;0;1;1;1;1;1;0;0;0;0;0
"56";1;1;1;0;0;1;0;0;0;0;0;0;0;1;1
"57";1;1;0;1;1;1;0;1;0;1;0;0;1;0;1
"58";1;1;0;0;1;1;0;1;0;0;0;0;0;0;1
"59";1;1;0;0;1;1;0;1;0;1;0;0;1;0;0
"60";1;1;1;1;1;1;1;1;0;1;1;1;0;0;1
"61";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"62";0;0;1;0;1;0;0;1;1;1;1;0;0;1;0
"63";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"64";1;1;1;1;0;1;0;0;1;0;0;0;0;1;0
"65";1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"66";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"67";1;1;1;0;1;1;1;0;0;1;0;0;0;0;1
"68";0;0;0;1;1;0;1;0;0;1;0;1;0;0;0
"69";0;1;1;1;0;1;0;0;1;1;0;0;0;0;0
"70";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"71";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"72";0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"73";0;0;1;0;0;1;1;0;1;1;0;0;0;0;0
"74";0;0;1;1;1;0;0;0;0;0;1;0;0;1;0
"75";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
"76";0;1;0;0;1;0;0;0;1;0;0;0;1;0;0
"77";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"78";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"79";1;1;0;1;0;1;0;0;0;1;0;0;0;0;1
"80";0;1;1;0;0;1;1;1;0;1;0;0;0;0;0
"81";0;1;0;1;1;0;0;0;0;0;1;0;0;0;0
"82";1;1;1;1;1;1;1;1;0;1;1;1;1;1;0
"83";0;0;1;0;0;1;1;1;0;0;0;0;0;0;0
"84";0;0;0;0;1;0;1;1;0;0;0;0;0;1;0
"85";0;1;1;0;1;1;0;1;0;1;0;0;0;0;0
"86";0;1;1;1;1;1;1;0;0;0;1;0;1;0;0
"87";0;1;1;0;0;1;1;0;0;0;0;1;0;0;0
"88";0;0;1;0;0;1;1;1;0;0;0;0;1;0;0
"89";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"90";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"91";0;0;0;0;0;1;1;1;0;1;0;0;0;0;0
"92";0;1;1;0;0;1;0;0;0;0;0;1;0;0;0
"93";1;1;1;0;0;1;1;1;1;1;0;1;0;0;1
"94";1;0;0;0;1;0;0;0;0;0;1;0;0;0;1
"95";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"96";0;1;1;0;1;0;1;0;0;0;0;0;0;0;1
"97";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"98";0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
"99";0;0;0;1;0;1;1;1;1;0;0;1;0;0;0
"100";0;1;0;0;0;1;1;1;1;1;0;0;1;0;0
"101";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"102";1;1;1;1;1;1;1;1;0;1;1;1;0;0;1
"103";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
"104";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"105";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"106";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"107";0;1;1;0;1;1;1;1;1;1;1;0;1;0;0
"108";0;0;1;1;1;1;1;1;0;0;1;0;0;0;1
"109";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"110";0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"111";1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
"112";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"113";0;1;1;0;1;1;0;0;0;0;0;1;0;0;0
"114";1;1;1;0;0;1;1;1;1;1;1;1;1;1;0
"115";1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
"116";1;1;1;0;1;1;1;1;0;0;1;0;1;0;0
"117";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"118";1;1;1;1;1;1;1;1;1;0;0;0;1;1;1
"119";0;1;1;0;1;1;0;1;0;0;0;0;0;0;0
"120";0;1;1;1;1;0;0;0;0;0;0;1;0;0;0
"121";0;1;1;1;1;1;1;1;0;1;1;1;1;0;0
"122";0;1;0;0;1;0;1;1;0;0;0;0;0;0;1
"123";0;1;1;0;1;1;1;1;0;1;1;1;1;1;1
"124";0;1;0;1;1;1;0;0;1;1;1;1;1;0;0
"125";1;1;0;0;1;0;0;1;0;0;0;1;0;0;0
"126";0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
"127";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"128";0;1;1;1;0;1;1;1;0;0;0;0;0;0;1
"129";0;0;0;0;1;1;1;1;1;1;0;1;1;0;1
"130";0;1;1;1;1;1;1;1;0;1;1;0;1;1;1
"131";0;0;1;0;1;1;0;1;0;1;0;0;0;0;0
"132";1;1;1;1;1;1;1;1;1;1;1;0;1;0;1
"133";0;0;0;0;0;1;0;0;0;0;1;1;0;0;1
"134";0;1;0;0;1;0;0;1;0;1;0;0;0;0;1
"135";0;0;1;0;1;1;1;1;0;1;0;0;0;0;0
"136";0;1;1;0;1;1;1;1;1;1;1;0;0;1;1
"137";1;1;1;1;0;1;1;0;0;1;0;0;0;1;0
"138";0;1;1;0;0;0;0;1;0;0;1;0;0;1;1
"139";0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
"140";0;1;1;0;1;0;1;0;0;0;1;1;0;0;0
"141";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"142";1;0;1;0;0;0;0;0;0;0;1;0;1;0;1
"143";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"144";0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
"145";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0
"146";0;1;1;1;0;1;1;1;0;1;0;0;1;0;1
"147";0;1;0;0;0;0;1;0;1;0;1;0;1;0;0
"148";0;0;0;0;0;1;1;1;1;0;1;0;0;0;0
"149";0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
"150";0;1;0;1;1;0;1;1;0;0;1;0;1;0;0
"151";1;1;1;1;1;1;1;1;1;1;0;1;1;1;0
"152";1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
"153";1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"154";0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
"155";0;1;0;0;0;1;0;0;0;1;0;0;0;1;0
"156";1;1;1;0;0;1;1;1;0;1;1;0;0;0;0
"157";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"158";0;0;0;0;0;1;1;1;0;1;0;0;0;0;1
"159";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"160";0;1;1;0;1;0;1;1;0;0;0;0;0;0;1
"161";0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
"162";0;0;1;0;1;1;0;0;1;0;0;0;0;0;0
"163";0;1;1;0;1;1;1;1;0;0;1;0;0;1;0
"164";1;0;1;1;1;1;1;1;0;0;0;1;1;0;0
"165";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"166";0;0;0;0;0;0;1;1;1;1;0;1;1;0;0
"167";1;1;1;0;1;1;1;1;0;1;1;1;1;0;1
"168";0;1;1;0;0;0;0;1;0;0;1;0;0;0;0
"169";0;0;1;0;0;0;1;1;0;1;0;0;0;1;1
"170";1;1;0;1;0;0;0;1;0;0;0;0;0;0;0
"171";0;1;0;0;1;1;1;1;0;1;0;0;0;0;0
"172";1;1;1;0;1;1;1;1;1;1;1;1;0;0;0
"173";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"174";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"175";0;0;1;0;0;0;1;1;0;1;0;0;1;0;1
"176";0;0;1;0;1;1;1;1;1;0;0;0;0;0;0
"177";1;1;1;1;0;1;0;0;1;0;0;0;1;1;1
"178";1;1;1;0;1;0;1;1;0;0;1;0;0;0;0
"179";0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
"180";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
"181";0;1;1;0;0;1;0;1;1;0;0;1;0;0;0
"182";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"183";0;1;1;1;1;1;1;1;0;0;1;0;1;0;1
"184";0;1;1;0;0;0;1;0;0;0;0;1;0;0;0
"185";0;1;1;0;1;1;0;1;0;0;0;0;1;0;0
"186";1;1;0;0;1;0;1;1;0;1;0;0;0;0;0
"187";0;0;1;0;0;1;1;0;0;1;1;0;0;0;0
"188";1;1;1;0;1;0;1;1;0;1;1;0;1;0;0
"189";0;1;0;1;1;1;0;1;0;1;1;0;0;0;0
"190";0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
"191";1;1;1;0;1;1;1;1;1;0;1;1;1;1;1
"192";1;1;0;0;0;1;1;1;0;0;1;0;0;0;1
"193";1;0;0;0;0;1;0;1;0;0;1;0;0;0;0
"194";1;1;1;1;0;1;1;1;0;1;0;0;0;0;0
"195";1;1;1;0;1;1;1;1;0;1;0;0;1;1;1
"196";1;1;0;1;1;1;1;1;1;1;1;1;1;0;1
"197";0;0;1;0;0;0;1;1;1;0;0;0;0;1;0
"198";0;1;1;0;0;1;1;1;0;0;1;1;0;0;0
"199";0;1;1;0;1;1;1;1;0;0;0;1;0;0;1
"200";1;1;1;0;0;1;1;1;0;1;1;1;0;0;0
"201";0;1;1;1;1;1;1;1;1;1;1;1;0;0;0
"202";1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"203";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"204";1;1;0;0;0;0;0;0;0;1;0;0;1;0;0
"205";1;1;1;0;1;1;1;0;0;1;1;1;0;0;0
"206";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"208";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"209";0;0;0;0;1;1;0;0;1;1;0;0;0;1;0
"210";1;1;1;0;0;1;1;0;0;1;0;0;0;0;1
"211";0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
"212";0;0;1;1;0;1;1;0;0;0;0;0;0;0;0
"213";0;0;1;0;1;1;0;0;0;0;1;1;0;0;1
"214";0;1;1;0;1;1;1;1;0;0;1;0;0;1;0
"215";0;0;1;0;0;1;0;0;1;1;1;0;0;0;1
"216";1;1;1;1;0;1;1;1;1;0;1;1;1;0;0
"217";0;1;1;0;0;1;0;0;0;1;0;0;0;0;1
"218";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"219";0;0;1;0;1;1;1;1;1;1;0;1;1;0;1
"220";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"221";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"222";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"224";1;1;0;0;0;1;0;1;0;0;1;0;0;0;0
"225";1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"226";1;1;1;0;1;1;0;1;1;1;0;0;0;0;0
"227";1;0;1;0;0;1;0;0;0;0;1;0;1;0;0
"228";0;0;0;0;1;0;1;1;0;1;1;0;1;0;0
"229";0;0;1;0;0;1;0;1;0;0;0;0;1;0;0
"230";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"231";1;1;1;0;0;1;0;0;0;0;0;1;0;0;0
"232";0;1;1;0;1;1;0;1;0;1;1;0;0;0;1
"233";0;1;0;0;1;1;0;1;1;0;0;0;0;0;1
"234";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"235";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"236";1;1;1;0;0;1;0;0;0;0;0;1;0;0;0
"237";0;0;1;1;0;1;1;1;1;1;1;0;0;0;0
"238";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"239";1;1;1;0;1;0;1;0;0;0;0;0;0;0;0
"240";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
"241";1;1;1;1;0;0;0;1;0;1;0;0;0;0;1
"242";1;1;0;0;1;1;0;1;0;0;0;0;0;0;0
"243";1;0;1;0;0;0;0;0;0;0;1;1;0;1;0
"244";1;1;1;0;1;1;1;1;0;1;0;1;0;1;0
"245";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"246";0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
"247";0;1;0;0;0;1;1;0;0;0;0;1;0;0;0
"248";1;1;1;0;0;1;1;1;1;1;1;1;0;1;0
"249";1;0;1;1;1;1;0;1;0;0;0;0;0;0;0
"250";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"251";1;1;1;0;1;1;1;1;0;1;1;1;1;1;1
"252";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"253";0;1;0;0;0;1;1;0;0;1;0;0;0;0;0
"254";0;1;1;0;0;1;1;0;1;0;1;0;1;1;0
"255";1;0;1;0;0;1;0;1;0;0;1;0;1;0;1
"256";0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"257";0;1;0;0;0;1;1;1;0;0;0;0;0;0;1
"258";0;1;1;0;1;0;1;1;0;0;0;0;1;1;1
