"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"1";0;0;0;0;1;0;0;1;0;1;0;1;0;0;1
"2";1;0;1;1;0;1;0;1;0;0;1;0;0;1;0
"3";1;0;1;1;1;0;0;1;0;0;1;0;1;1;0
"4";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
"5";0;1;0;1;1;1;0;1;0;0;0;0;0;1;1
"6";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"7";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"8";0;0;1;0;1;1;1;1;1;0;1;1;0;1;0
"9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10";0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
"11";0;0;1;1;1;0;0;1;0;0;0;0;1;0;0
"12";0;1;1;1;0;0;0;0;1;1;0;0;1;0;0
"13";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"14";0;0;1;0;0;0;1;1;0;1;0;1;0;0;0
"15";1;1;1;0;0;1;0;1;0;0;0;1;0;0;0
"16";1;0;1;0;0;0;1;1;0;0;0;0;0;0;0
"17";0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
"18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"19";1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
"20";1;1;1;1;0;1;1;0;1;0;1;0;0;0;1
"21";1;1;0;0;0;0;0;1;0;0;1;1;0;0;1
"22";0;0;1;0;0;0;1;0;0;1;1;0;0;1;1
"23";1;0;1;0;0;1;1;0;0;1;0;1;0;0;0
"24";1;0;1;0;0;0;0;0;0;1;0;0;0;0;1
"25";0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
"26";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"27";1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"28";0;1;0;1;1;0;1;0;1;0;1;0;1;1;0
"29";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"30";0;0;1;0;1;1;0;0;0;0;0;1;0;0;0
"31";0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
"32";0;1;0;1;1;1;1;1;1;1;0;0;0;1;0
"33";0;1;1;0;0;1;0;1;0;0;1;0;0;0;1
"34";0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"35";0;1;0;0;0;0;0;1;0;1;0;0;0;0;0
"36";0;0;0;1;1;0;1;0;0;0;1;0;1;0;0
"37";0;1;1;0;0;0;0;0;0;0;0;0;1;0;0
"38";1;0;0;0;0;0;0;0;0;0;0;1;1;0;1
"39";1;1;1;0;0;0;1;1;1;0;0;0;0;0;1
"40";0;0;1;0;0;0;1;0;0;0;0;0;1;1;1
"41";0;0;0;1;0;1;0;0;1;1;0;1;0;1;1
"42";0;1;1;0;0;0;1;1;1;1;1;1;0;1;0
"43";1;1;1;0;1;1;1;1;0;0;0;0;1;1;1
"44";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"45";0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
"46";0;0;1;1;1;1;0;0;1;0;1;0;1;1;0
"47";0;1;0;0;0;0;1;1;0;0;0;0;0;0;1
"48";0;1;1;0;0;0;0;0;0;1;0;0;1;0;0
"49";0;0;1;0;1;0;0;1;0;0;1;0;0;1;1
"50";1;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"51";1;1;0;1;0;0;0;0;0;0;0;0;1;0;0
"52";0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
"53";1;1;1;1;1;1;1;0;1;1;0;0;1;1;1
"54";1;1;1;0;0;0;1;1;0;0;1;0;0;1;1
"55";1;1;1;1;0;1;1;1;0;1;0;0;0;0;0
"56";1;1;0;0;0;1;0;0;1;1;0;0;0;0;1
"57";1;0;0;1;1;1;1;1;0;0;1;1;1;0;0
"58";0;1;0;1;0;0;0;0;0;1;1;0;0;1;1
"59";0;0;0;1;1;1;0;0;0;0;1;1;0;1;1
"60";1;1;0;0;1;1;1;0;1;1;1;1;1;1;1
"61";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"62";0;0;1;1;0;0;1;0;1;0;1;0;1;0;1
"63";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"64";0;0;1;0;1;0;1;1;1;0;1;0;0;1;0
"65";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
"66";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"67";1;0;0;1;0;1;1;1;0;0;0;1;0;1;1
"68";1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
"69";1;0;0;1;0;0;0;1;0;1;0;0;0;1;1
"70";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"71";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"72";0;0;0;1;1;0;0;1;0;0;0;1;0;0;0
"73";1;0;0;0;0;1;1;1;0;0;1;0;0;0;0
"74";0;1;1;0;0;0;0;1;0;0;0;0;1;0;1
"75";0;0;0;0;0;1;0;1;0;0;0;0;0;1;0
"76";0;1;1;0;0;0;0;1;0;0;1;0;0;0;0
"77";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"78";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"79";0;1;1;0;0;1;1;1;0;0;1;0;0;0;0
"80";0;0;1;0;1;1;1;0;0;1;1;0;0;0;0
"81";0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
"82";1;1;1;1;0;1;1;1;0;1;1;1;1;1;1
"83";0;1;1;0;0;0;1;0;0;0;0;0;1;0;0
"84";0;1;0;1;0;0;0;0;1;0;0;0;0;0;1
"85";0;1;1;1;0;0;1;0;1;1;0;0;0;0;0
"86";1;1;1;0;1;0;0;0;1;0;1;1;0;0;1
"87";0;1;0;0;1;0;0;1;0;0;0;1;0;1;0
"88";0;0;0;0;1;1;1;1;0;0;1;0;0;0;0
"89";0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
"90";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"91";0;0;0;0;0;1;0;1;0;0;0;1;1;0;0
"92";0;0;1;0;1;0;0;0;0;0;0;1;0;0;1
"93";1;1;1;1;0;1;1;1;1;0;0;0;0;1;1
"94";0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
"95";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"96";0;0;1;0;0;0;0;0;1;0;1;0;0;1;1
"97";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"98";0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
"99";0;0;1;1;1;0;0;1;0;0;0;1;0;0;1
"100";1;0;1;1;0;1;0;0;0;0;0;1;1;1;0
"101";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"102";1;1;1;0;1;1;0;1;1;1;0;1;1;1;1
"103";0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
"104";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"105";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"106";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"107";0;1;1;1;1;1;1;0;1;0;1;1;0;0;1
"108";1;0;1;0;1;0;1;0;1;1;0;0;1;1;0
"109";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"110";0;1;0;0;1;0;0;0;0;1;0;0;0;0;0
"111";1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
"112";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"113";0;0;0;1;0;0;1;1;0;1;1;0;0;0;0
"114";1;1;1;1;0;1;0;0;1;1;1;1;1;1;1
"115";0;0;0;1;0;0;1;0;1;0;0;1;0;0;0
"116";1;1;1;1;0;0;1;0;1;0;0;1;1;1;0
"117";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
"118";1;1;1;1;1;1;0;1;1;1;1;0;0;1;1
"119";1;0;0;0;1;0;0;0;0;0;0;1;0;1;1
"120";0;0;1;1;0;1;0;0;0;1;0;0;1;0;0
"121";0;1;1;0;1;0;1;1;1;1;0;1;1;1;1
"122";1;0;1;1;0;1;0;0;0;0;0;1;0;0;0
"123";1;1;1;1;1;1;0;1;1;1;1;0;1;0;1
"124";1;1;1;0;0;1;1;1;1;0;0;0;1;0;1
"125";0;0;0;0;0;1;1;0;1;0;0;0;0;1;1
"126";1;0;1;0;0;1;0;0;0;0;0;1;0;0;0
"127";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"128";0;1;1;1;0;1;0;1;1;1;0;0;0;0;0
"129";1;0;1;0;0;1;1;1;1;1;0;0;1;1;0
"130";1;0;1;0;1;1;1;1;1;0;1;1;1;1;1
"131";0;0;1;1;0;0;0;0;1;1;0;1;0;0;0
"132";1;1;1;1;1;0;1;1;1;1;1;1;1;0;1
"133";0;0;1;0;1;0;0;0;0;0;1;0;0;1;0
"134";1;1;0;0;1;1;0;0;0;0;0;0;0;1;0
"135";0;0;0;0;0;1;1;1;0;1;1;0;0;0;1
"136";1;0;1;1;1;1;0;1;1;0;1;0;1;1;1
